E,dos,int,EF
-10,2.38E+02,2.98E+02,-3.029
-9.999,2.38E+02,2.98E+02,
-9.998,1.37E+02,2.98E+02,
-9.997,1.37E+02,2.99E+02,
-9.996,1.37E+02,2.99E+02,
-9.995,1.37E+02,2.99E+02,
-9.994,1.39E+01,2.99E+02,
-9.993,1.39E+01,2.99E+02,
-9.992,1.39E+01,2.99E+02,
-9.991,1.39E+01,2.99E+02,
-9.99,1.39E+01,2.99E+02,
-9.989,1.39E+01,2.99E+02,
-9.988,1.39E+01,2.99E+02,
-9.987,1.39E+01,2.99E+02,
-9.986,4.23E+01,2.99E+02,
-9.985,4.23E+01,2.99E+02,
-9.984,4.23E+01,2.99E+02,
-9.983,4.23E+01,2.99E+02,
-9.982,4.23E+01,2.99E+02,
-9.981,4.23E+01,2.99E+02,
-9.98,4.23E+01,2.99E+02,
-9.979,7.30E+01,2.99E+02,
-9.978,7.30E+01,2.99E+02,
-9.977,7.30E+01,2.99E+02,
-9.976,7.30E+01,3.00E+02,
-9.975,7.30E+01,3.00E+02,
-9.974,7.30E+01,3.00E+02,
-9.973,7.30E+01,3.00E+02,
-9.972,7.30E+01,3.00E+02,
-9.971,7.30E+01,3.00E+02,
-9.97,7.30E+01,3.00E+02,
-9.969,7.30E+01,3.00E+02,
-9.968,7.30E+01,3.00E+02,
-9.967,7.30E+01,3.00E+02,
-9.966,7.30E+01,3.00E+02,
-9.965,7.30E+01,3.00E+02,
-9.964,7.30E+01,3.00E+02,
-9.963,5.80E+01,3.00E+02,
-9.962,5.80E+01,3.01E+02,
-9.961,5.80E+01,3.01E+02,
-9.96,5.80E+01,3.01E+02,
-9.959,5.80E+01,3.01E+02,
-9.958,5.80E+01,3.01E+02,
-9.957,5.68E+01,3.01E+02,
-9.956,5.68E+01,3.01E+02,
-9.955,5.68E+01,3.01E+02,
-9.954,5.68E+01,3.01E+02,
-9.953,5.68E+01,3.01E+02,
-9.952,5.68E+01,3.01E+02,
-9.951,5.68E+01,3.01E+02,
-9.95,5.68E+01,3.01E+02,
-9.949,5.68E+01,3.01E+02,
-9.948,5.68E+01,3.01E+02,
-9.947,5.68E+01,3.01E+02,
-9.946,5.68E+01,3.01E+02,
-9.945,5.68E+01,3.02E+02,
-9.944,5.68E+01,3.02E+02,
-9.943,5.68E+01,3.02E+02,
-9.942,7.07E+01,3.02E+02,
-9.941,7.07E+01,3.02E+02,
-9.94,7.07E+01,3.02E+02,
-9.939,7.07E+01,3.02E+02,
-9.938,7.07E+01,3.02E+02,
-9.937,7.07E+01,3.02E+02,
-9.936,3.94E+01,3.02E+02,
-9.935,3.94E+01,3.02E+02,
-9.934,3.94E+01,3.02E+02,
-9.933,3.94E+01,3.02E+02,
-9.932,3.94E+01,3.02E+02,
-9.931,3.94E+01,3.02E+02,
-9.93,3.94E+01,3.02E+02,
-9.929,3.94E+01,3.02E+02,
-9.928,3.94E+01,3.02E+02,
-9.927,5.35E+01,3.02E+02,
-9.926,5.35E+01,3.03E+02,
-9.925,5.35E+01,3.03E+02,
-9.924,5.35E+01,3.03E+02,
-9.923,5.35E+01,3.03E+02,
-9.922,5.35E+01,3.03E+02,
-9.921,5.35E+01,3.03E+02,
-9.92,5.35E+01,3.03E+02,
-9.919,5.35E+01,3.03E+02,
-9.918,5.35E+01,3.03E+02,
-9.917,5.35E+01,3.03E+02,
-9.916,5.35E+01,3.03E+02,
-9.915,5.35E+01,3.03E+02,
-9.914,5.35E+01,3.03E+02,
-9.913,5.32E+01,3.03E+02,
-9.912,5.32E+01,3.03E+02,
-9.911,5.32E+01,3.03E+02,
-9.91,5.32E+01,3.03E+02,
-9.909,5.32E+01,3.03E+02,
-9.908,5.32E+01,3.03E+02,
-9.907,5.32E+01,3.04E+02,
-9.906,5.32E+01,3.04E+02,
-9.905,5.32E+01,3.04E+02,
-9.904,5.32E+01,3.04E+02,
-9.903,5.32E+01,3.04E+02,
-9.902,5.35E+01,3.04E+02,
-9.901,6.33E+01,3.04E+02,
-9.9,6.33E+01,3.04E+02,
-9.899,6.33E+01,3.04E+02,
-9.898,6.33E+01,3.04E+02,
-9.897,6.33E+01,3.04E+02,
-9.896,6.33E+01,3.04E+02,
-9.895,6.33E+01,3.04E+02,
-9.894,5.94E+01,3.04E+02,
-9.893,5.94E+01,3.04E+02,
-9.892,5.94E+01,3.04E+02,
-9.891,5.94E+01,3.04E+02,
-9.89,5.94E+01,3.05E+02,
-9.889,5.94E+01,3.05E+02,
-9.888,5.94E+01,3.05E+02,
-9.887,5.94E+01,3.05E+02,
-9.886,5.94E+01,3.05E+02,
-9.885,5.94E+01,3.05E+02,
-9.884,5.94E+01,3.05E+02,
-9.883,5.94E+01,3.05E+02,
-9.882,5.94E+01,3.05E+02,
-9.881,5.94E+01,3.05E+02,
-9.88,5.63E+01,3.05E+02,
-9.879,5.63E+01,3.05E+02,
-9.878,5.63E+01,3.05E+02,
-9.877,5.63E+01,3.05E+02,
-9.876,5.63E+01,3.05E+02,
-9.875,5.63E+01,3.05E+02,
-9.874,5.63E+01,3.05E+02,
-9.873,5.63E+01,3.06E+02,
-9.872,5.63E+01,3.06E+02,
-9.871,5.63E+01,3.06E+02,
-9.87,5.63E+01,3.06E+02,
-9.869,5.63E+01,3.06E+02,
-9.868,5.63E+01,3.06E+02,
-9.867,5.63E+01,3.06E+02,
-9.866,5.63E+01,3.06E+02,
-9.865,5.63E+01,3.06E+02,
-9.864,5.63E+01,3.06E+02,
-9.863,5.63E+01,3.06E+02,
-9.862,4.33E+01,3.06E+02,
-9.861,4.33E+01,3.06E+02,
-9.86,4.33E+01,3.06E+02,
-9.859,4.33E+01,3.06E+02,
-9.858,4.33E+01,3.06E+02,
-9.857,4.33E+01,3.06E+02,
-9.856,4.33E+01,3.06E+02,
-9.855,4.33E+01,3.06E+02,
-9.854,4.33E+01,3.06E+02,
-9.853,4.33E+01,3.07E+02,
-9.852,4.33E+01,3.07E+02,
-9.851,4.33E+01,3.07E+02,
-9.85,4.33E+01,3.07E+02,
-9.849,4.33E+01,3.07E+02,
-9.848,3.09E+01,3.07E+02,
-9.847,3.09E+01,3.07E+02,
-9.846,3.09E+01,3.07E+02,
-9.845,3.09E+01,3.07E+02,
-9.844,3.09E+01,3.07E+02,
-9.843,3.09E+01,3.07E+02,
-9.842,3.09E+01,3.07E+02,
-9.841,3.09E+01,3.07E+02,
-9.84,3.09E+01,3.07E+02,
-9.839,3.09E+01,3.07E+02,
-9.838,3.09E+01,3.07E+02,
-9.837,3.09E+01,3.07E+02,
-9.836,3.09E+01,3.07E+02,
-9.835,3.09E+01,3.07E+02,
-9.834,3.09E+01,3.07E+02,
-9.833,4.13E+01,3.07E+02,
-9.832,4.13E+01,3.07E+02,
-9.831,4.13E+01,3.07E+02,
-9.83,4.13E+01,3.07E+02,
-9.829,4.13E+01,3.07E+02,
-9.828,4.13E+01,3.07E+02,
-9.827,6.25E+01,3.07E+02,
-9.826,6.25E+01,3.08E+02,
-9.825,6.25E+01,3.08E+02,
-9.824,6.25E+01,3.08E+02,
-9.823,6.25E+01,3.08E+02,
-9.822,6.25E+01,3.08E+02,
-9.821,6.25E+01,3.08E+02,
-9.82,8.87E+01,3.08E+02,
-9.819,8.87E+01,3.08E+02,
-9.818,8.87E+01,3.08E+02,
-9.817,8.87E+01,3.08E+02,
-9.816,8.87E+01,3.08E+02,
-9.815,8.87E+01,3.08E+02,
-9.814,8.87E+01,3.08E+02,
-9.813,8.87E+01,3.09E+02,
-9.812,8.87E+01,3.09E+02,
-9.811,8.87E+01,3.09E+02,
-9.81,8.87E+01,3.09E+02,
-9.809,8.87E+01,3.09E+02,
-9.808,1.09E+02,3.09E+02,
-9.807,1.09E+02,3.09E+02,
-9.806,7.77E+01,3.09E+02,
-9.805,7.77E+01,3.09E+02,
-9.804,7.77E+01,3.09E+02,
-9.803,7.77E+01,3.09E+02,
-9.802,4.05E+01,3.09E+02,
-9.801,4.05E+01,3.10E+02,
-9.8,4.72E+01,3.10E+02,
-9.799,4.72E+01,3.10E+02,
-9.798,4.72E+01,3.10E+02,
-9.797,4.72E+01,3.10E+02,
-9.796,4.72E+01,3.10E+02,
-9.795,4.72E+01,3.10E+02,
-9.794,4.72E+01,3.10E+02,
-9.793,4.72E+01,3.10E+02,
-9.792,4.72E+01,3.10E+02,
-9.791,4.72E+01,3.10E+02,
-9.79,4.72E+01,3.10E+02,
-9.789,4.72E+01,3.10E+02,
-9.788,4.72E+01,3.10E+02,
-9.787,4.72E+01,3.10E+02,
-9.786,4.72E+01,3.10E+02,
-9.785,4.72E+01,3.10E+02,
-9.784,4.72E+01,3.10E+02,
-9.783,4.72E+01,3.10E+02,
-9.782,4.72E+01,3.10E+02,
-9.781,4.72E+01,3.10E+02,
-9.78,4.72E+01,3.11E+02,
-9.779,4.72E+01,3.11E+02,
-9.778,4.72E+01,3.11E+02,
-9.777,4.72E+01,3.11E+02,
-9.776,2.02E+01,3.11E+02,
-9.775,7.61E+01,3.11E+02,
-9.774,7.61E+01,3.11E+02,
-9.773,7.61E+01,3.11E+02,
-9.772,7.61E+01,3.11E+02,
-9.771,7.61E+01,3.11E+02,
-9.77,7.61E+01,3.11E+02,
-9.769,7.61E+01,3.11E+02,
-9.768,7.61E+01,3.11E+02,
-9.767,7.61E+01,3.11E+02,
-9.766,1.61E+01,3.11E+02,
-9.765,1.61E+01,3.11E+02,
-9.764,1.61E+01,3.11E+02,
-9.763,1.61E+01,3.11E+02,
-9.762,1.61E+01,3.11E+02,
-9.761,1.61E+01,3.11E+02,
-9.76,1.61E+01,3.11E+02,
-9.759,1.61E+01,3.12E+02,
-9.758,1.61E+01,3.12E+02,
-9.757,1.61E+01,3.12E+02,
-9.756,1.61E+01,3.12E+02,
-9.755,1.61E+01,3.12E+02,
-9.754,1.61E+01,3.12E+02,
-9.753,1.61E+01,3.12E+02,
-9.752,1.61E+01,3.12E+02,
-9.751,1.61E+01,3.12E+02,
-9.75,1.61E+01,3.12E+02,
-9.749,1.61E+01,3.12E+02,
-9.748,1.61E+01,3.12E+02,
-9.747,1.61E+01,3.12E+02,
-9.746,1.61E+01,3.12E+02,
-9.745,1.61E+01,3.12E+02,
-9.744,1.61E+01,3.12E+02,
-9.743,1.61E+01,3.12E+02,
-9.742,1.61E+01,3.12E+02,
-9.741,1.61E+01,3.12E+02,
-9.74,1.61E+01,3.12E+02,
-9.739,1.61E+01,3.12E+02,
-9.738,1.61E+01,3.12E+02,
-9.737,1.61E+01,3.12E+02,
-9.736,1.61E+01,3.12E+02,
-9.735,1.61E+01,3.12E+02,
-9.734,1.61E+01,3.12E+02,
-9.733,1.61E+01,3.12E+02,
-9.732,1.61E+01,3.12E+02,
-9.731,1.61E+01,3.12E+02,
-9.73,1.61E+01,3.12E+02,
-9.729,1.61E+01,3.12E+02,
-9.728,1.61E+01,3.12E+02,
-9.727,1.61E+01,3.12E+02,
-9.726,1.61E+01,3.12E+02,
-9.725,0.00E+00,3.12E+02,
-9.724,0.00E+00,3.12E+02,
-9.723,0.00E+00,3.12E+02,
-9.722,6.75E+01,3.12E+02,
-9.721,6.75E+01,3.12E+02,
-9.72,6.75E+01,3.12E+02,
-9.719,6.75E+01,3.12E+02,
-9.718,6.75E+01,3.12E+02,
-9.717,6.75E+01,3.12E+02,
-9.716,6.75E+01,3.13E+02,
-9.715,6.75E+01,3.13E+02,
-9.714,6.75E+01,3.13E+02,
-9.713,6.75E+01,3.13E+02,
-9.712,6.75E+01,3.13E+02,
-9.711,6.75E+01,3.13E+02,
-9.71,1.09E+02,3.13E+02,
-9.709,1.09E+02,3.13E+02,
-9.708,1.09E+02,3.13E+02,
-9.707,1.09E+02,3.13E+02,
-9.706,1.09E+02,3.13E+02,
-9.705,1.09E+02,3.13E+02,
-9.704,1.09E+02,3.14E+02,
-9.703,1.27E+01,3.14E+02,
-9.702,1.27E+01,3.14E+02,
-9.701,1.27E+01,3.14E+02,
-9.7,1.27E+01,3.14E+02,
-9.699,1.27E+01,3.14E+02,
-9.698,6.97E+01,3.14E+02,
-9.697,6.97E+01,3.14E+02,
-9.696,6.97E+01,3.14E+02,
-9.695,6.97E+01,3.14E+02,
-9.694,6.97E+01,3.14E+02,
-9.693,6.97E+01,3.14E+02,
-9.692,6.97E+01,3.14E+02,
-9.691,6.97E+01,3.14E+02,
-9.69,6.97E+01,3.14E+02,
-9.689,6.97E+01,3.14E+02,
-9.688,6.97E+01,3.14E+02,
-9.687,6.97E+01,3.14E+02,
-9.686,6.97E+01,3.15E+02,
-9.685,6.97E+01,3.15E+02,
-9.684,9.75E+01,3.15E+02,
-9.683,9.75E+01,3.15E+02,
-9.682,7.82E+01,3.15E+02,
-9.681,7.82E+01,3.15E+02,
-9.68,7.82E+01,3.15E+02,
-9.679,7.82E+01,3.15E+02,
-9.678,7.82E+01,3.15E+02,
-9.677,7.82E+01,3.15E+02,
-9.676,7.82E+01,3.15E+02,
-9.675,7.82E+01,3.15E+02,
-9.674,7.82E+01,3.16E+02,
-9.673,7.82E+01,3.16E+02,
-9.672,7.82E+01,3.16E+02,
-9.671,7.82E+01,3.16E+02,
-9.67,6.55E+01,3.16E+02,
-9.669,6.55E+01,3.16E+02,
-9.668,6.55E+01,3.16E+02,
-9.667,6.55E+01,3.16E+02,
-9.666,6.55E+01,3.16E+02,
-9.665,6.55E+01,3.16E+02,
-9.664,6.55E+01,3.16E+02,
-9.663,6.55E+01,3.16E+02,
-9.662,6.55E+01,3.16E+02,
-9.661,6.55E+01,3.16E+02,
-9.66,6.55E+01,3.16E+02,
-9.659,6.55E+01,3.17E+02,
-9.658,6.55E+01,3.17E+02,
-9.657,6.55E+01,3.17E+02,
-9.656,4.95E+01,3.17E+02,
-9.655,4.95E+01,3.17E+02,
-9.654,4.95E+01,3.17E+02,
-9.653,4.95E+01,3.17E+02,
-9.652,4.95E+01,3.17E+02,
-9.651,2.78E+01,3.17E+02,
-9.65,2.78E+01,3.17E+02,
-9.649,2.78E+01,3.17E+02,
-9.648,2.78E+01,3.17E+02,
-9.647,2.78E+01,3.17E+02,
-9.646,2.78E+01,3.17E+02,
-9.645,2.78E+01,3.17E+02,
-9.644,2.78E+01,3.17E+02,
-9.643,1.14E+01,3.17E+02,
-9.642,1.14E+01,3.17E+02,
-9.641,1.14E+01,3.17E+02,
-9.64,1.14E+01,3.17E+02,
-9.639,1.14E+01,3.17E+02,
-9.638,1.14E+01,3.17E+02,
-9.637,1.14E+01,3.17E+02,
-9.636,1.14E+01,3.17E+02,
-9.635,1.14E+01,3.17E+02,
-9.634,1.14E+01,3.17E+02,
-9.633,1.14E+01,3.17E+02,
-9.632,1.14E+01,3.17E+02,
-9.631,1.14E+01,3.17E+02,
-9.63,1.14E+01,3.17E+02,
-9.629,1.14E+01,3.17E+02,
-9.628,1.14E+01,3.17E+02,
-9.627,1.60E+02,3.17E+02,
-9.626,1.79E+02,3.18E+02,
-9.625,1.79E+02,3.18E+02,
-9.624,1.79E+02,3.18E+02,
-9.623,1.79E+02,3.18E+02,
-9.622,1.79E+02,3.18E+02,
-9.621,1.79E+02,3.19E+02,
-9.62,1.79E+02,3.19E+02,
-9.619,9.41E+01,3.19E+02,
-9.618,9.41E+01,3.19E+02,
-9.617,9.41E+01,3.19E+02,
-9.616,5.40E+01,3.19E+02,
-9.615,5.40E+01,3.19E+02,
-9.614,5.40E+01,3.19E+02,
-9.613,5.40E+01,3.19E+02,
-9.612,5.40E+01,3.19E+02,
-9.611,5.40E+01,3.19E+02,
-9.61,5.40E+01,3.19E+02,
-9.609,5.40E+01,3.19E+02,
-9.608,5.40E+01,3.19E+02,
-9.607,5.40E+01,3.20E+02,
-9.606,5.40E+01,3.20E+02,
-9.605,5.40E+01,3.20E+02,
-9.604,2.32E+01,3.20E+02,
-9.603,2.32E+01,3.20E+02,
-9.602,2.32E+01,3.20E+02,
-9.601,2.32E+01,3.20E+02,
-9.6,2.32E+01,3.20E+02,
-9.599,2.32E+01,3.20E+02,
-9.598,2.32E+01,3.20E+02,
-9.597,2.32E+01,3.20E+02,
-9.596,2.32E+01,3.20E+02,
-9.595,2.32E+01,3.20E+02,
-9.594,2.32E+01,3.20E+02,
-9.593,2.32E+01,3.20E+02,
-9.592,2.32E+01,3.20E+02,
-9.591,2.32E+01,3.20E+02,
-9.59,2.32E+01,3.20E+02,
-9.589,2.32E+01,3.20E+02,
-9.588,0.00E+00,3.20E+02,
-9.587,0.00E+00,3.20E+02,
-9.586,0.00E+00,3.20E+02,
-9.585,0.00E+00,3.20E+02,
-9.584,0.00E+00,3.20E+02,
-9.583,0.00E+00,3.20E+02,
-9.582,0.00E+00,3.20E+02,
-9.581,0.00E+00,3.20E+02,
-9.58,0.00E+00,3.20E+02,
-9.579,0.00E+00,3.20E+02,
-9.578,0.00E+00,3.20E+02,
-9.577,0.00E+00,3.20E+02,
-9.576,0.00E+00,3.20E+02,
-9.575,0.00E+00,3.20E+02,
-9.574,0.00E+00,3.20E+02,
-9.573,0.00E+00,3.20E+02,
-9.572,2.76E+01,3.20E+02,
-9.571,2.76E+01,3.20E+02,
-9.57,2.76E+01,3.20E+02,
-9.569,2.76E+01,3.20E+02,
-9.568,2.76E+01,3.20E+02,
-9.567,2.76E+01,3.20E+02,
-9.566,2.76E+01,3.20E+02,
-9.565,2.76E+01,3.20E+02,
-9.564,2.76E+01,3.20E+02,
-9.563,2.76E+01,3.20E+02,
-9.562,2.76E+01,3.20E+02,
-9.561,2.76E+01,3.20E+02,
-9.56,1.15E+02,3.20E+02,
-9.559,1.15E+02,3.21E+02,
-9.558,1.15E+02,3.21E+02,
-9.557,1.15E+02,3.21E+02,
-9.556,1.15E+02,3.21E+02,
-9.555,1.15E+02,3.21E+02,
-9.554,1.15E+02,3.21E+02,
-9.553,1.15E+02,3.21E+02,
-9.552,1.15E+02,3.21E+02,
-9.551,1.15E+02,3.21E+02,
-9.55,1.15E+02,3.22E+02,
-9.549,1.15E+02,3.22E+02,
-9.548,3.02E+01,3.22E+02,
-9.547,3.02E+01,3.22E+02,
-9.546,3.02E+01,3.22E+02,
-9.545,3.02E+01,3.22E+02,
-9.544,3.02E+01,3.22E+02,
-9.543,3.02E+01,3.22E+02,
-9.542,3.02E+01,3.22E+02,
-9.541,3.02E+01,3.22E+02,
-9.54,8.90E+01,3.22E+02,
-9.539,8.90E+01,3.22E+02,
-9.538,5.87E+01,3.22E+02,
-9.537,5.87E+01,3.22E+02,
-9.536,5.87E+01,3.22E+02,
-9.535,5.87E+01,3.22E+02,
-9.534,5.87E+01,3.22E+02,
-9.533,5.87E+01,3.22E+02,
-9.532,5.87E+01,3.23E+02,
-9.531,5.87E+01,3.23E+02,
-9.53,5.87E+01,3.23E+02,
-9.529,2.58E+01,3.23E+02,
-9.528,2.58E+01,3.23E+02,
-9.527,5.40E+01,3.23E+02,
-9.526,5.40E+01,3.23E+02,
-9.525,5.40E+01,3.23E+02,
-9.524,5.40E+01,3.23E+02,
-9.523,5.40E+01,3.23E+02,
-9.522,5.40E+01,3.23E+02,
-9.521,5.40E+01,3.23E+02,
-9.52,5.40E+01,3.23E+02,
-9.519,5.40E+01,3.23E+02,
-9.518,5.40E+01,3.23E+02,
-9.517,5.40E+01,3.23E+02,
-9.516,5.40E+01,3.23E+02,
-9.515,5.40E+01,3.23E+02,
-9.514,5.40E+01,3.23E+02,
-9.513,5.40E+01,3.24E+02,
-9.512,5.40E+01,3.24E+02,
-9.511,5.40E+01,3.24E+02,
-9.51,5.40E+01,3.24E+02,
-9.509,5.40E+01,3.24E+02,
-9.508,5.40E+01,3.24E+02,
-9.507,5.40E+01,3.24E+02,
-9.506,5.40E+01,3.24E+02,
-9.505,5.40E+01,3.24E+02,
-9.504,5.40E+01,3.24E+02,
-9.503,1.42E+02,3.24E+02,
-9.502,1.42E+02,3.24E+02,
-9.501,1.42E+02,3.24E+02,
-9.5,2.17E+02,3.25E+02,
-9.499,2.17E+02,3.25E+02,
-9.498,2.17E+02,3.25E+02,
-9.497,2.17E+02,3.25E+02,
-9.496,2.17E+02,3.25E+02,
-9.495,1.59E+02,3.26E+02,
-9.494,1.59E+02,3.26E+02,
-9.493,1.59E+02,3.26E+02,
-9.492,4.89E+01,3.26E+02,
-9.491,4.89E+01,3.26E+02,
-9.49,4.89E+01,3.26E+02,
-9.489,4.89E+01,3.26E+02,
-9.488,4.89E+01,3.26E+02,
-9.487,6.87E+02,3.27E+02,
-9.486,5.72E+01,3.27E+02,
-9.485,5.72E+01,3.27E+02,
-9.484,5.72E+01,3.27E+02,
-9.483,5.72E+01,3.27E+02,
-9.482,5.72E+01,3.27E+02,
-9.481,5.72E+01,3.27E+02,
-9.48,5.72E+01,3.27E+02,
-9.479,5.72E+01,3.27E+02,
-9.478,5.72E+01,3.28E+02,
-9.477,5.72E+01,3.28E+02,
-9.476,5.72E+01,3.28E+02,
-9.475,5.72E+01,3.28E+02,
-9.474,5.72E+01,3.28E+02,
-9.473,5.72E+01,3.28E+02,
-9.472,5.72E+01,3.28E+02,
-9.471,5.72E+01,3.28E+02,
-9.47,5.72E+01,3.28E+02,
-9.469,5.72E+01,3.28E+02,
-9.468,5.72E+01,3.28E+02,
-9.467,4.84E+01,3.28E+02,
-9.466,4.84E+01,3.28E+02,
-9.465,4.84E+01,3.28E+02,
-9.464,2.64E+01,3.28E+02,
-9.463,2.64E+01,3.28E+02,
-9.462,2.64E+01,3.28E+02,
-9.461,2.64E+01,3.28E+02,
-9.46,2.64E+01,3.28E+02,
-9.459,2.64E+01,3.28E+02,
-9.458,2.64E+01,3.28E+02,
-9.457,2.64E+01,3.28E+02,
-9.456,2.64E+01,3.29E+02,
-9.455,2.64E+01,3.29E+02,
-9.454,2.64E+01,3.29E+02,
-9.453,2.64E+01,3.29E+02,
-9.452,2.64E+01,3.29E+02,
-9.451,2.64E+01,3.29E+02,
-9.45,2.64E+01,3.29E+02,
-9.449,2.64E+01,3.29E+02,
-9.448,2.64E+01,3.29E+02,
-9.447,2.64E+01,3.29E+02,
-9.446,2.64E+01,3.29E+02,
-9.445,2.64E+01,3.29E+02,
-9.444,2.64E+01,3.29E+02,
-9.443,2.64E+01,3.29E+02,
-9.442,2.64E+01,3.29E+02,
-9.441,2.64E+01,3.29E+02,
-9.44,2.64E+01,3.29E+02,
-9.439,5.24E+01,3.29E+02,
-9.438,5.24E+01,3.29E+02,
-9.437,5.24E+01,3.29E+02,
-9.436,5.24E+01,3.29E+02,
-9.435,5.24E+01,3.29E+02,
-9.434,5.24E+01,3.29E+02,
-9.433,5.24E+01,3.29E+02,
-9.432,5.24E+01,3.29E+02,
-9.431,5.24E+01,3.29E+02,
-9.43,3.43E+01,3.29E+02,
-9.429,3.43E+01,3.29E+02,
-9.428,3.43E+01,3.30E+02,
-9.427,3.43E+01,3.30E+02,
-9.426,3.43E+01,3.30E+02,
-9.425,3.43E+01,3.30E+02,
-9.424,4.79E+01,3.30E+02,
-9.423,4.79E+01,3.30E+02,
-9.422,4.79E+01,3.30E+02,
-9.421,4.79E+01,3.30E+02,
-9.42,4.79E+01,3.30E+02,
-9.419,4.79E+01,3.30E+02,
-9.418,4.79E+01,3.30E+02,
-9.417,4.79E+01,3.30E+02,
-9.416,4.79E+01,3.30E+02,
-9.415,4.79E+01,3.30E+02,
-9.414,4.79E+01,3.30E+02,
-9.413,5.17E+01,3.30E+02,
-9.412,5.17E+01,3.30E+02,
-9.411,5.17E+01,3.30E+02,
-9.41,5.17E+01,3.30E+02,
-9.409,5.17E+01,3.30E+02,
-9.408,5.17E+01,3.30E+02,
-9.407,9.37E+01,3.30E+02,
-9.406,9.37E+01,3.31E+02,
-9.405,9.37E+01,3.31E+02,
-9.404,9.37E+01,3.31E+02,
-9.403,9.37E+01,3.31E+02,
-9.402,9.37E+01,3.31E+02,
-9.401,9.37E+01,3.31E+02,
-9.4,9.37E+01,3.31E+02,
-9.399,9.37E+01,3.31E+02,
-9.398,9.37E+01,3.31E+02,
-9.397,9.37E+01,3.31E+02,
-9.396,9.37E+01,3.32E+02,
-9.395,9.37E+01,3.32E+02,
-9.394,9.37E+01,3.32E+02,
-9.393,4.34E+01,3.32E+02,
-9.392,4.34E+01,3.32E+02,
-9.391,2.93E+01,3.32E+02,
-9.39,2.93E+01,3.32E+02,
-9.389,2.93E+01,3.32E+02,
-9.388,2.93E+01,3.32E+02,
-9.387,2.93E+01,3.32E+02,
-9.386,2.93E+01,3.32E+02,
-9.385,2.93E+01,3.32E+02,
-9.384,2.93E+01,3.32E+02,
-9.383,2.93E+01,3.32E+02,
-9.382,2.93E+01,3.32E+02,
-9.381,2.93E+01,3.32E+02,
-9.38,2.93E+01,3.32E+02,
-9.379,2.93E+01,3.32E+02,
-9.378,2.93E+01,3.32E+02,
-9.377,2.93E+01,3.32E+02,
-9.376,2.93E+01,3.32E+02,
-9.375,4.36E+01,3.32E+02,
-9.374,4.36E+01,3.32E+02,
-9.373,4.36E+01,3.32E+02,
-9.372,4.36E+01,3.32E+02,
-9.371,4.36E+01,3.32E+02,
-9.37,4.36E+01,3.33E+02,
-9.369,4.36E+01,3.33E+02,
-9.368,4.36E+01,3.33E+02,
-9.367,4.36E+01,3.33E+02,
-9.366,4.36E+01,3.33E+02,
-9.365,4.36E+01,3.33E+02,
-9.364,4.36E+01,3.33E+02,
-9.363,4.36E+01,3.33E+02,
-9.362,4.36E+01,3.33E+02,
-9.361,4.36E+01,3.33E+02,
-9.36,4.36E+01,3.33E+02,
-9.359,5.81E+01,3.33E+02,
-9.358,5.81E+01,3.33E+02,
-9.357,5.81E+01,3.33E+02,
-9.356,5.81E+01,3.33E+02,
-9.355,5.81E+01,3.33E+02,
-9.354,5.81E+01,3.33E+02,
-9.353,5.81E+01,3.33E+02,
-9.352,5.81E+01,3.33E+02,
-9.351,5.92E+01,3.33E+02,
-9.35,5.92E+01,3.34E+02,
-9.349,5.92E+01,3.34E+02,
-9.348,4.35E+01,3.34E+02,
-9.347,4.35E+01,3.34E+02,
-9.346,4.35E+01,3.34E+02,
-9.345,4.35E+01,3.34E+02,
-9.344,4.35E+01,3.34E+02,
-9.343,4.35E+01,3.34E+02,
-9.342,4.35E+01,3.34E+02,
-9.341,4.35E+01,3.34E+02,
-9.34,4.35E+01,3.34E+02,
-9.339,4.35E+01,3.34E+02,
-9.338,4.35E+01,3.34E+02,
-9.337,4.35E+01,3.34E+02,
-9.336,4.35E+01,3.34E+02,
-9.335,4.35E+01,3.34E+02,
-9.334,4.35E+01,3.34E+02,
-9.333,4.35E+01,3.34E+02,
-9.332,4.35E+01,3.34E+02,
-9.331,4.35E+01,3.34E+02,
-9.33,4.35E+01,3.34E+02,
-9.329,4.35E+01,3.34E+02,
-9.328,1.45E+01,3.35E+02,
-9.327,1.45E+01,3.35E+02,
-9.326,1.45E+01,3.35E+02,
-9.325,1.86E+02,3.35E+02,
-9.324,1.86E+02,3.35E+02,
-9.323,1.86E+02,3.35E+02,
-9.322,1.86E+02,3.35E+02,
-9.321,1.86E+02,3.35E+02,
-9.32,6.90E+01,3.36E+02,
-9.319,1.07E+02,3.36E+02,
-9.318,1.07E+02,3.36E+02,
-9.317,1.07E+02,3.36E+02,
-9.316,1.07E+02,3.36E+02,
-9.315,1.07E+02,3.36E+02,
-9.314,1.07E+02,3.36E+02,
-9.313,3.84E+01,3.36E+02,
-9.312,3.84E+01,3.36E+02,
-9.311,3.84E+01,3.36E+02,
-9.31,3.84E+01,3.36E+02,
-9.309,3.84E+01,3.36E+02,
-9.308,6.25E+01,3.37E+02,
-9.307,6.25E+01,3.37E+02,
-9.306,6.25E+01,3.37E+02,
-9.305,6.25E+01,3.37E+02,
-9.304,6.25E+01,3.37E+02,
-9.303,6.25E+01,3.37E+02,
-9.302,1.60E+02,3.37E+02,
